BEGIN_TIME;REDO_GB/H;WRITES/S;KB/WRITE;MS/WRT_REQ;WRT_MB/S;WRT_BUSY_%;SYNCS/S;MS/SYNC;SYNC_SESS;COMMITS/S
2022-10-07 21:00:13;10.42;209.64;14.14;0.92;15.31;19.36;223.85;1.71;0.38;223.3
2022-10-07 20:00:47;10.46;208.61;14.26;0.9;15.84;18.78;223.77;1.55;0.35;223.12
2022-10-07 19:00:21;10.49;221.4;13.48;0.47;28.91;10.32;226.05;0.65;0.15;225.64
2022-10-07 18:00:56;30.47;658.59;13.16;0.46;28.82;30.07;789.83;0.95;0.75;788.99
2022-10-07 17:00:29;44.13;848.68;14.79;0.46;32.5;38.63;1046.99;0.85;0.89;1045.18
2022-10-07 16:00:03;45.67;837.21;15.52;0.49;31.96;40.65;1057.18;1.0;1.05;1055.31
2022-10-07 15:00:38;45.57;821.51;15.78;0.53;30.03;43.17;1048.49;1.1;1.15;1046.5
2022-10-07 14:00:11;47.33;843.52;15.96;0.5;31.9;42.21;1056.99;1.07;1.13;1055.08
2022-10-07 13:00:46;47.21;834.53;16.09;0.51;31.66;42.41;1047.26;1.11;1.16;1046.14
2022-10-07 12:00:19;47.54;836.31;16.17;0.52;30.84;43.84;1055.13;1.11;1.17;1053.14
2022-10-07 11:00:54;47.15;837.74;16.01;0.5;32.01;41.9;1047.24;1.03;1.08;1045.3
2022-10-07 10:00:27;47.51;832.24;16.24;0.52;31.41;43.03;1056.93;1.13;1.19;1054.97
2022-10-07 09:00:01;47.01;839.81;15.92;0.5;31.75;42.12;1056.28;1.08;1.14;1054.33
2022-10-07 08:00:36;45.7;793.36;16.38;0.58;28.36;45.83;1046.3;1.44;1.51;1044.07
2022-10-07 07:00:09;45.87;799.08;16.33;0.58;28.26;46.16;1056.47;1.3;1.37;1054.15
2022-10-07 06:00:43;43.89;768.6;16.24;0.59;27.46;45.46;1030.08;1.33;1.37;1028.0
2022-10-07 05:00:16;19.62;229.71;24.29;0.68;35.59;15.68;237.2;1.06;0.25;236.77
2022-10-07 04:00:51;20.36;222.92;25.98;0.73;35.48;16.32;228.83;1.17;0.27;228.41
2022-10-07 03:00:24;26.75;215.91;35.24;1.0;35.23;21.6;229.37;1.63;0.37;228.75
2022-10-07 02:00:59;37.08;216.22;48.78;0.93;52.57;20.06;229.23;1.48;0.34;228.46
2022-10-07 01:00:31;38.73;221.82;49.67;0.85;58.11;18.96;230.12;1.35;0.31;229.52
2022-10-07 00:00:03;42.24;286.24;41.97;1.06;39.48;30.43;451.61;2.58;1.17;449.28
2022-10-06 23:00:38;29.13;209.83;39.48;0.87;45.21;18.33;228.86;1.4;0.32;227.95
2022-10-06 22:00:10;10.45;199.71;14.89;1.19;12.55;23.69;223.9;1.95;0.44;223.11
2022-10-06 21:00:46;10.38;206.88;14.28;0.99;14.47;20.41;224.9;1.81;0.41;224.25
2022-10-06 20:00:19;10.41;205.93;14.38;0.88;16.34;18.13;224.21;1.5;0.34;223.35
2022-10-06 19:00:54;10.45;218.35;13.61;0.51;26.92;11.04;225.56;0.73;0.16;225.07
2022-10-06 18:00:27;30.16;661.26;12.97;0.44;29.39;29.19;787.73;0.74;0.58;786.72
2022-10-06 17:00:00;34.41;752.04;13.01;0.44;29.71;32.95;909.48;0.76;0.69;907.68
2022-10-06 16:00:35;34.41;758.95;12.89;0.42;30.56;32.03;909.43;0.76;0.69;907.75
2022-10-06 15:00:09;34.65;762.66;12.92;0.43;30.06;32.79;916.0;0.77;0.71;914.06
2022-10-06 14:00:43;34.42;754.6;12.97;0.44;29.74;32.92;906.97;0.79;0.72;905.08
2022-10-06 13:00:17;34.65;735.98;13.39;0.5;26.93;36.6;912.99;0.93;0.85;911.98
2022-10-06 12:00:52;34.25;736.21;13.23;0.48;27.38;35.58;905.11;0.94;0.85;903.09
2022-10-06 11:00:25;34.66;760.71;12.96;0.43;29.87;33.0;916.64;0.79;0.72;914.76
2022-10-06 10:01:00;34.29;748.26;13.04;0.44;29.39;33.19;905.09;0.81;0.74;903.03
2022-10-06 09:00:33;34.68;747.14;13.2;0.46;28.52;34.59;916.66;0.89;0.82;914.62
2022-10-06 08:00:06;34.64;728.56;13.52;0.51;26.69;36.91;915.12;1.18;1.08;912.69
2022-10-06 07:00:41;34.14;728.46;13.33;0.5;26.73;36.33;905.16;1.07;0.97;902.87
2022-10-06 06:00:14;14.58;320.61;12.94;0.59;21.99;18.86;345.7;1.05;0.36;343.97
2022-10-06 05:00:50;10.36;214.18;13.76;0.57;23.95;12.31;224.83;0.96;0.22;224.2
2022-10-06 04:00:24;10.39;210.11;14.06;0.67;21.05;14.04;224.93;1.05;0.24;224.29
2022-10-06 03:00:58;10.84;204.32;15.09;0.97;15.52;19.86;223.03;1.65;0.37;222.34
2022-10-06 02:00:32;30.66;210.96;41.35;0.84;49.13;17.75;226.45;1.26;0.28;225.74
2022-10-06 01:00:05;32.16;213.46;42.85;0.77;55.62;16.44;225.82;1.14;0.26;225.16
2022-10-06 00:00:39;36.25;227.96;45.24;0.82;55.48;18.58;273.82;1.43;0.39;272.7
2022-10-05 23:00:13;32.21;225.07;40.71;0.73;55.57;16.49;257.46;1.13;0.29;256.5
2022-10-05 22:00:48;10.41;214.02;13.84;0.69;19.96;14.84;225.26;1.04;0.23;224.74
2022-10-05 21:00:20;10.3;193.21;15.17;1.64;9.27;31.6;222.8;2.99;0.67;221.98
2022-10-05 20:00:55;10.32;206.06;14.24;0.93;15.28;19.2;224.49;1.55;0.35;223.74
2022-10-05 19:00:28;10.42;217.3;13.64;0.5;27.53;10.77;225.1;0.69;0.15;224.64
2022-10-05 18:00:01;10.42;218.79;13.55;0.46;29.2;10.16;225.55;0.68;0.15;225.06
2022-10-05 17:00:36;24.32;457.75;15.11;0.45;33.38;20.72;487.61;0.68;0.33;486.32
2022-10-05 16:00:10;24.39;457.27;15.17;0.46;32.64;21.25;488.41;0.74;0.36;486.94
2022-10-05 15:00:45;24.27;454.62;15.18;0.46;32.89;20.99;488.08;0.72;0.35;486.45
2022-10-05 14:00:18;24.32;454.62;15.22;0.46;33.32;20.77;487.94;0.71;0.35;486.3
2022-10-05 13:00:53;24.4;457.48;15.17;0.45;33.43;20.76;489.02;0.71;0.35;488.5
2022-10-05 12:00:26;24.28;452.97;15.25;0.49;30.83;22.4;487.57;0.78;0.38;486.33
2022-10-05 11:00:00;24.31;451.56;15.31;0.49;31.41;22.02;486.62;0.77;0.37;485.1
2022-10-05 10:00:35;24.3;457.48;15.11;0.48;31.72;21.79;487.99;0.76;0.37;486.72
2022-10-05 09:00:08;24.28;449.61;15.36;0.5;30.6;22.57;485.93;0.79;0.39;484.48
2022-10-05 08:00:43;24.29;448.8;15.4;0.54;28.53;24.22;487.31;0.99;0.48;485.92
2022-10-05 07:00:16;24.3;446.49;15.48;0.54;28.84;23.96;487.84;1.04;0.51;486.31
2022-10-05 06:00:51;23.78;431.05;15.69;0.57;27.55;24.55;476.0;1.07;0.51;474.1
2022-10-05 05:00:24;8.96;159.03;16.03;0.57;28.09;9.08;170.32;0.87;0.15;169.61
2022-10-05 04:00:58;8.89;156.2;16.19;0.58;28.05;9.01;168.6;0.81;0.14;167.85
2022-10-05 03:00:32;8.86;152.47;16.52;0.77;21.52;11.7;167.73;1.27;0.21;166.89
2022-10-05 02:00:05;24.78;156.21;45.12;0.78;58.19;12.11;169.39;1.15;0.19;168.5
2022-10-05 01:00:40;32.27;157.84;58.15;0.79;73.42;12.5;170.0;1.06;0.18;168.86
2022-10-05 00:00:14;41.91;241.25;49.41;0.83;59.44;20.06;387.36;1.58;0.61;384.69
2022-10-04 23:00:48;32.33;164.44;55.93;0.74;75.63;12.16;181.47;0.99;0.18;180.56
2022-10-04 22:00:21;10.83;145.81;21.13;1.35;15.62;19.73;169.11;2.22;0.37;168.03
2022-10-04 21:00:55;14.29;135.9;29.9;2.3;13.0;31.26;166.01;4.43;0.74;165.1
2022-10-04 20:00:27;12.08;145.36;23.63;1.5;15.74;21.82;166.75;2.9;0.48;165.74
2022-10-04 19:00:01;8.84;158.43;15.87;0.7;22.53;11.16;168.35;1.44;0.24;167.8
2022-10-04 18:00:36;8.92;164.23;15.44;0.45;34.52;7.35;167.98;0.57;0.1;167.53
2022-10-04 17:00:09;24.16;455.7;15.08;0.43;35.2;19.53;485.67;0.61;0.29;484.31
2022-10-04 16:00:44;24.29;460.66;15.0;0.41;36.23;19.07;489.68;0.63;0.31;488.33
2022-10-04 15:00:17;24.31;458.8;15.07;0.44;34.41;20.1;488.74;0.64;0.31;487.52
2022-10-04 14:00:52;24.45;449.35;15.48;0.52;29.93;23.23;488.02;0.83;0.41;486.4
2022-10-04 13:00:26;24.35;455.88;15.19;0.47;32.04;21.62;488.35;0.7;0.34;487.91
2022-10-04 12:01:01;24.37;458.16;15.13;0.46;32.59;21.27;488.19;0.71;0.35;486.82
2022-10-04 11:00:34;24.31;459.88;15.03;0.44;34.01;20.33;489.24;0.68;0.33;487.91
2022-10-04 10:00:08;24.31;457.97;15.1;0.46;33.07;20.91;488.27;0.72;0.35;487.05
2022-10-04 09:00:42;24.32;456.03;15.17;0.47;31.97;21.63;487.86;0.76;0.37;486.47
2022-10-04 08:00:16;24.53;449.4;15.52;0.52;29.6;23.57;487.41;0.89;0.43;485.94
2022-10-04 07:00:51;24.38;452.77;15.32;0.51;30.29;22.9;488.78;0.79;0.38;487.33
2022-10-04 06:00:24;24.21;442.23;15.57;0.56;27.61;24.94;484.57;0.94;0.46;483.05
2022-10-04 05:00:59;10.38;212.98;13.86;0.63;21.85;13.51;225.05;0.94;0.21;224.39
2022-10-04 04:00:32;10.33;210.22;13.98;0.75;18.61;15.79;224.32;1.17;0.26;223.75
2022-10-04 03:00:04;17.93;199.75;25.53;1.25;20.5;24.88;223.84;2.14;0.48;223.08
2022-10-04 02:00:38;29.0;209.77;39.33;0.95;41.53;19.87;224.56;1.55;0.35;223.97
2022-10-04 01:00:11;28.55;209.7;38.73;0.89;43.47;18.68;224.69;1.32;0.3;224.07
2022-10-04 00:00:46;40.73;288.95;40.1;0.74;53.94;21.48;421.34;1.34;0.57;418.95
2022-10-03 23:00:19;31.63;228.08;39.44;0.68;57.82;15.56;262.76;1.02;0.27;261.73
2022-10-03 22:00:54;10.42;200.95;14.75;1.14;12.94;22.91;224.32;1.88;0.42;223.4
2022-10-03 21:00:28;10.3;204.01;14.37;1.03;14.01;20.91;224.9;2.0;0.45;224.09
2022-10-03 20:00:01;10.42;203.01;14.59;0.99;14.72;20.13;223.72;1.74;0.39;222.96
2022-10-03 19:00:36;10.35;212.83;13.83;0.61;22.5;13.09;225.09;1.15;0.26;224.34
2022-10-03 18:00:10;10.35;217.07;13.57;0.47;29.15;10.1;225.39;0.65;0.15;224.8
2022-10-03 17:00:44;16.48;352.77;13.29;0.45;29.56;15.86;369.58;0.64;0.24;368.05
2022-10-03 16:00:18;16.47;354.9;13.2;0.42;31.14;15.04;369.74;0.6;0.22;368.57
2022-10-03 15:00:53;16.48;353.9;13.24;0.45;29.45;15.91;369.39;0.65;0.24;368.15
2022-10-03 14:00:26;16.6;352.07;13.41;0.46;29.46;16.03;369.51;0.66;0.24;368.06
2022-10-03 13:01:01;16.39;348.18;13.39;0.5;26.95;17.3;369.19;0.75;0.28;368.4
2022-10-03 12:00:35;16.47;353.04;13.27;0.46;28.66;16.34;370.47;0.68;0.25;369.13
2022-10-03 11:00:07;16.48;353.24;13.27;0.45;29.22;16.04;370.19;0.66;0.24;368.78
2022-10-03 10:00:43;16.51;353.3;13.3;0.47;28.07;16.73;369.9;0.69;0.26;368.73
2022-10-03 09:00:16;16.5;351.2;13.36;0.49;27.33;17.17;369.8;0.72;0.27;368.4
2022-10-03 08:00:51;16.49;342.0;13.71;0.62;22.03;21.29;367.1;1.17;0.43;365.55
2022-10-03 07:00:25;16.59;352.14;13.4;0.51;26.41;17.87;370.58;0.76;0.28;369.24
2022-10-03 06:00:59;16.32;342.94;13.53;0.57;23.67;19.61;365.79;0.95;0.35;364.43
2022-10-03 05:00:33;10.47;217.34;13.7;0.55;24.9;11.96;227.26;0.85;0.19;226.63
2022-10-03 04:00:05;10.33;210.35;13.97;0.7;19.88;14.78;223.71;1.13;0.25;223.06
2022-10-03 03:00:40;10.36;212.18;13.89;0.7;19.7;14.96;224.78;1.12;0.25;224.27
2022-10-03 02:00:14;10.43;215.09;13.79;0.58;23.66;12.53;225.63;0.89;0.2;224.99
2022-10-03 01:00:48;10.35;214.52;13.73;0.66;20.7;14.23;224.63;1.08;0.24;224.06
2022-10-03 00:00:22;23.61;230.2;29.18;1.91;15.24;44.06;445.81;5.41;2.41;441.77
2022-10-02 23:00:57;31.34;224.02;39.8;0.56;70.5;12.65;237.5;0.9;0.21;236.93
2022-10-02 22:00:30;10.69;219.5;13.85;0.41;33.37;9.11;225.32;0.52;0.12;224.83
2022-10-02 21:00:03;10.51;222.42;13.43;0.43;31.31;9.54;226.59;0.54;0.12;226.19
2022-10-02 20:00:38;10.58;221.0;13.62;0.45;30.47;9.88;225.65;0.57;0.13;225.17
2022-10-02 19:00:12;10.5;219.93;13.58;0.45;30.33;9.85;225.67;0.57;0.13;225.04
2022-10-02 18:00:47;30.47;644.5;13.45;0.49;27.43;31.6;791.53;0.8;0.63;790.36
2022-10-02 17:00:20;44.19;802.69;15.66;0.54;28.86;43.56;1050.7;0.95;1.0;1048.03
2022-10-02 16:00:55;44.44;807.72;15.65;0.53;29.5;42.85;1048.48;0.91;0.96;1046.05
2022-10-02 15:00:28;45.22;851.22;15.11;0.47;32.11;40.07;1059.12;0.79;0.84;1056.57
2022-10-02 14:00:01;46.33;873.79;15.08;0.43;35.04;37.61;1057.59;0.76;0.81;1055.53
2022-10-02 13:00:36;46.77;847.48;15.7;0.48;32.53;40.89;1049.88;0.88;0.93;1048.73
2022-10-02 12:00:10;47.01;815.99;16.39;0.54;30.15;44.35;1057.32;1.03;1.09;1054.94
2022-10-02 11:00:45;47.14;756.62;17.72;0.66;27.03;49.61;1046.96;1.35;1.42;1044.1
2022-10-02 10:00:18;47.69;827.74;16.39;0.55;29.81;45.51;1056.7;1.09;1.15;1054.23
2022-10-02 09:00:53;47.25;801.7;16.76;0.59;28.56;47.06;1046.48;1.15;1.2;1043.88
2022-10-02 08:00:26;47.6;783.6;17.28;0.7;24.61;55.02;1053.49;1.48;1.56;1050.13
2022-10-02 07:01:01;47.25;784.19;17.14;0.62;27.8;48.35;1046.15;1.25;1.31;1043.29
2022-10-02 06:00:35;52.61;735.45;20.35;0.8;25.54;58.6;1167.02;1.92;2.25;1163.33
2022-10-02 05:00:08;11.18;227.42;13.98;0.5;27.89;11.4;231.3;0.73;0.17;230.68
2022-10-02 04:00:43;10.97;222.47;14.03;0.57;24.83;12.57;225.55;0.81;0.18;224.92
2022-10-02 03:00:17;10.98;224.6;13.9;0.5;27.7;11.27;225.22;0.7;0.16;224.72
2022-10-02 02:00:52;25.14;227.11;31.48;0.57;55.6;12.86;226.74;0.77;0.17;226.3
2022-10-02 01:00:25;33.89;224.84;42.88;0.66;65.04;14.82;225.57;0.91;0.21;224.99
2022-10-02 00:01:00;43.94;303.89;41.13;0.63;65.11;19.19;413.97;1.17;0.48;412.17
2022-10-01 23:00:33;36.75;245.22;42.63;0.61;69.83;14.97;271.34;0.96;0.26;270.3
2022-10-01 22:00:07;11.15;225.57;14.06;0.49;28.43;11.16;225.64;0.74;0.17;225.01
2022-10-01 21:00:42;10.94;225.78;13.78;0.55;25.2;12.35;225.01;0.85;0.19;224.54
2022-10-01 20:00:15;11.06;224.28;14.02;0.54;26.18;12.01;224.92;0.84;0.19;224.37
2022-10-01 19:00:49;10.99;229.74;13.61;0.52;25.98;12.03;226.37;0.77;0.18;226.39
2022-10-01 18:00:23;32.89;664.04;14.09;0.49;29.0;32.27;788.99;0.99;0.78;788.09
2022-10-01 17:00:58;29.96;588.31;14.48;0.47;30.95;27.53;691.02;0.91;0.63;690.42
2022-10-01 16:00:31;30.52;588.83;14.74;0.5;29.43;29.5;706.03;1.02;0.72;705.36
2022-10-01 15:00:04;30.48;594.19;14.59;0.48;30.13;28.78;705.86;0.97;0.68;705.21
2022-10-01 14:00:38;30.24;414.1;20.77;1.23;16.87;51.0;697.44;4.08;2.85;696.05
2022-10-01 13:00:12;30.35;437.41;19.74;1.14;17.28;49.98;705.06;3.9;2.75;704.63
2022-10-01 12:00:47;30.03;413.59;20.66;1.3;15.87;53.84;696.91;4.47;3.11;695.53
2022-10-01 11:00:20;30.27;405.66;21.22;1.4;15.14;56.88;703.93;4.43;3.12;702.47
2022-10-01 10:00:54;29.98;396.25;21.52;1.42;15.18;56.17;697.22;4.13;2.88;695.71
2022-10-01 09:00:28;30.23;413.63;20.79;1.33;15.64;54.97;705.35;4.77;3.37;703.88
2022-10-01 08:00:01;30.2;401.29;21.4;1.46;14.67;58.56;702.7;4.96;3.48;701.14
2022-10-01 07:00:36;29.63;410.58;20.52;1.35;15.2;55.44;698.02;4.56;3.18;696.6
2022-10-01 06:00:08;15.26;118.93;36.5;2.14;17.08;25.43;139.33;4.23;0.59;139.09
2022-10-01 05:00:42;19.75;188.0;29.88;2.04;14.62;38.41;220.42;5.09;1.12;219.56
2022-10-01 04:00:13;17.35;191.83;25.72;1.9;13.55;36.43;219.57;3.5;0.77;218.85
2022-10-01 03:00:47;14.71;188.66;22.18;2.09;10.58;39.52;214.37;5.37;1.15;213.95
2022-10-01 02:00:21;16.63;188.26;25.13;2.22;11.34;41.71;216.47;5.66;1.23;215.96
2022-10-01 01:00:55;36.52;225.59;46.05;0.86;53.73;19.34;229.85;1.3;0.3;229.21
2022-10-01 00:00:29;42.49;243.92;49.54;0.87;57.24;21.11;290.63;1.57;0.46;289.54
2022-09-30 23:00:02;32.36;228.59;40.27;0.7;57.81;15.92;244.03;1.14;0.28;243.19
2022-09-30 22:00:36;10.92;211.24;14.7;0.99;14.83;20.94;225.21;1.53;0.34;224.29
2022-09-30 21:00:10;10.89;213.57;14.5;0.95;15.32;20.22;224.13;1.75;0.39;223.48
2022-09-30 20:00:45;10.9;216.14;14.34;0.82;17.47;17.74;224.2;1.35;0.3;223.46
2022-09-30 19:00:18;10.91;222.67;13.94;0.55;25.39;12.23;225.39;0.85;0.19;224.79
2022-09-30 18:00:53;10.95;225.83;13.79;0.48;28.44;10.95;225.45;0.7;0.16;225.04
2022-09-30 17:00:27;25.23;466.48;15.39;0.49;31.51;22.78;483.29;0.82;0.4;482.15
2022-09-30 16:01:02;25.43;468.93;15.42;0.49;31.63;22.87;487.12;0.83;0.41;485.97
2022-09-30 15:00:35;25.45;472.98;15.31;0.47;32.32;22.4;488.24;0.74;0.36;487.13
2022-09-30 14:00:09;25.47;473.89;15.29;0.46;33.17;21.84;489.14;0.74;0.36;487.97
2022-09-30 13:00:43;25.44;468.12;15.46;0.48;32.51;22.26;487.19;0.78;0.38;486.84
2022-09-30 12:00:17;25.43;468.07;15.45;0.51;30.53;23.69;488.0;0.83;0.41;486.79
2022-09-30 11:00:52;25.47;469.54;15.43;0.49;31.71;22.85;487.41;0.82;0.4;486.07
2022-09-30 10:00:25;25.48;470.42;15.41;0.48;32.11;22.58;487.61;0.78;0.38;486.33
2022-09-30 09:01:00;25.24;468.33;15.33;0.47;32.38;22.17;487.72;0.78;0.38;486.34
2022-09-30 08:00:34;24.97;461.49;15.39;0.52;29.66;23.94;486.51;0.93;0.45;485.16
2022-09-30 07:00:07;24.87;449.0;15.75;0.6;26.24;26.95;485.89;1.18;0.57;484.05
2022-09-30 06:00:40;27.99;435.8;18.27;0.65;28.15;28.29;469.88;1.21;0.57;468.43
2022-09-30 05:00:14;22.65;228.22;28.23;0.65;43.54;14.8;231.08;0.99;0.23;230.52
2022-09-30 04:00:48;21.65;226.07;27.24;0.7;38.96;15.81;230.09;1.08;0.25;229.52
2022-09-30 03:00:21;17.99;211.97;24.14;1.04;23.22;22.04;225.38;1.84;0.41;224.64
2022-09-30 02:00:56;18.97;221.76;24.34;0.72;33.6;16.06;226.1;1.18;0.27;225.53
2022-09-30 01:00:29;29.3;227.58;36.62;0.7;52.51;15.87;226.48;1.04;0.24;226.05
2022-09-30 00:00:02;54.14;309.39;49.78;0.77;64.82;23.76;455.08;1.5;0.68;452.7
2022-09-29 23:00:37;33.97;224.26;43.09;0.7;61.84;15.63;229.17;1.03;0.24;228.38
2022-09-29 22:00:10;11.08;207.13;15.21;1.16;13.08;24.09;224.53;1.88;0.42;223.67
2022-09-29 21:00:45;10.9;215.81;14.36;0.88;16.24;19.09;224.61;1.59;0.36;223.93
2022-09-29 20:00:18;10.89;214.61;14.44;0.84;17.2;18.01;224.32;1.38;0.31;223.47
2022-09-29 19:00:53;10.92;222.42;13.96;0.57;24.37;12.74;225.26;0.97;0.22;224.57
2022-09-29 18:00:26;10.93;226.74;13.72;0.5;27.41;11.35;224.75;0.73;0.16;224.36
2022-09-29 17:01:01;25.3;464.68;15.49;0.49;31.82;22.62;483.44;0.83;0.4;482.02
2022-09-29 16:00:34;25.5;466.2;15.56;0.51;30.35;23.9;487.74;0.87;0.42;486.28
2022-09-29 15:00:07;25.5;469.48;15.45;0.51;30.15;24.06;487.91;0.85;0.42;486.72
2022-09-29 14:00:42;25.45;464.31;15.59;0.52;29.72;24.36;487.23;0.9;0.44;485.93
2022-09-29 13:00:15;25.41;461.97;15.64;0.55;28.53;25.33;486.16;0.99;0.48;485.69
2022-09-29 12:00:50;25.38;465.09;15.52;0.52;29.98;24.08;487.13;0.89;0.44;485.83
2022-09-29 11:00:24;24.84;457.27;15.45;0.5;30.73;22.99;485.57;0.85;0.42;484.35
2022-09-29 10:00:57;24.76;450.25;15.64;0.59;26.53;26.54;480.98;1.03;0.5;479.7
2022-09-29 09:00:30;24.6;453.43;15.43;0.55;27.91;25.07;485.59;0.94;0.46;484.34
2022-09-29 08:00:04;24.64;462.38;15.16;0.47;32.16;21.8;486.5;0.77;0.37;485.24
2022-09-29 07:00:38;27.8;454.77;17.39;0.57;30.75;25.71;486.8;1.07;0.52;485.46
2022-09-29 06:00:10;35.85;448.26;22.75;0.56;40.69;25.06;474.72;0.93;0.44;473.33
2022-09-29 05:00:43;23.35;227.53;29.19;0.62;47.12;14.09;229.7;0.91;0.21;229.3
2022-09-29 04:00:16;20.73;225.52;26.14;0.61;42.88;13.75;231.26;0.9;0.21;230.73
2022-09-29 03:00:51;19.2;219.6;24.87;0.76;32.82;16.64;228.47;1.21;0.28;227.81
2022-09-29 02:00:24;39.89;224.09;50.63;0.79;64.04;17.72;231.84;1.17;0.27;231.13
2022-09-29 01:00:59;39.47;222.99;50.35;0.81;61.84;18.16;229.76;1.21;0.28;229.16
2022-09-29 00:00:32;47.07;290.42;46.1;0.88;52.47;25.51;434.42;1.64;0.71;431.92
2022-09-28 23:00:05;28.9;220.58;37.27;0.81;45.91;17.9;250.61;1.25;0.31;249.53
2022-09-28 22:00:40;10.5;215.41;13.86;0.71;19.55;15.28;226.56;1.09;0.25;225.7
2022-09-28 21:00:11;10.29;176.48;16.59;2.55;6.51;44.93;218.42;5.97;1.3;217.32
2022-09-28 20:00:46;10.6;198.42;15.2;1.31;11.62;25.96;224.41;2.31;0.52;223.25
2022-09-28 19:00:19;10.43;208.71;14.22;0.9;15.87;18.7;223.65;2.71;0.61;222.92
2022-09-28 18:00:54;10.53;218.22;13.72;0.54;25.32;11.83;225.57;0.77;0.17;224.95
2022-09-28 17:00:28;8.04;220.67;10.36;0.5;20.73;11.03;229.85;0.71;0.16;227.87
2022-09-28 16:00:01;8.02;222.51;10.26;0.51;20.13;11.34;230.67;0.71;0.16;228.94
2022-09-28 15:00:36;8.04;222.8;10.26;0.49;20.79;11.0;230.61;0.65;0.15;228.79
2022-09-28 14:00:10;8.31;225.44;10.49;0.51;20.67;11.44;231.28;0.7;0.16;229.49
2022-09-28 13:00:44;8.2;227.89;10.23;0.47;21.97;10.62;231.31;0.61;0.14;230.75
2022-09-28 12:00:18;8.15;226.41;10.23;0.49;20.88;11.1;230.61;0.66;0.15;228.94
2022-09-28 11:00:53;8.18;226.77;10.27;0.45;22.87;10.18;231.28;0.59;0.14;229.43
2022-09-28 10:00:26;8.21;226.34;10.32;0.43;23.75;9.83;230.91;0.56;0.13;229.09
2022-09-28 09:01:01;8.25;228.43;10.28;0.45;22.92;10.24;230.99;0.59;0.14;229.12
2022-09-28 08:00:34;8.71;232.44;10.66;0.49;21.69;11.43;231.25;0.7;0.16;229.46
2022-09-28 07:00:08;8.51;226.4;10.69;0.58;18.52;13.07;229.65;0.87;0.2;227.73
2022-09-28 06:00:40;7.91;197.8;11.37;1.35;8.44;26.64;212.63;2.56;0.54;210.58
2022-09-28 05:00:14;10.33;215.61;13.62;0.5;27.34;10.74;220.62;0.68;0.15;220.04
2022-09-28 04:00:48;10.39;215.99;13.68;0.52;26.06;11.34;222.65;0.73;0.16;222.15
2022-09-28 03:00:22;10.56;218.53;13.75;0.6;22.81;13.17;225.76;0.9;0.2;225.17
2022-09-28 02:00:57;28.46;219.7;36.85;0.7;52.45;15.43;226.43;1.02;0.23;225.71
2022-09-28 01:00:30;33.66;223.4;42.86;0.68;63.23;15.14;226.55;0.92;0.21;225.92
2022-09-28 00:00:04;49.21;311.14;44.99;0.71;63.58;22.02;455.52;1.28;0.58;453.22
2022-09-27 23:00:39;33.24;215.93;43.79;0.67;65.56;14.42;231.05;0.93;0.21;230.09
2022-09-27 22:00:11;12.71;197.47;18.31;1.3;14.14;25.58;224.45;2.13;0.48;223.56
2022-09-27 21:00:45;16.52;180.09;26.09;2.04;12.76;36.82;220.59;3.81;0.84;219.71
2022-09-27 20:00:19;13.96;196.31;20.22;1.31;15.41;25.75;222.47;2.31;0.51;221.58
2022-09-27 19:00:53;10.48;215.96;13.81;0.62;22.26;13.4;225.76;1.1;0.25;225.09
2022-09-27 18:00:27;30.3;648.9;13.28;0.45;29.36;29.36;788.19;0.81;0.64;786.91
2022-09-27 17:00:00;44.25;850.32;14.8;0.43;34.04;36.98;1052.08;0.77;0.81;1049.54
2022-09-27 16:00:35;44.28;844.68;14.91;0.45;32.92;38.26;1051.53;0.83;0.87;1048.81
2022-09-27 15:00:09;44.65;835.62;15.2;0.48;31.87;39.85;1060.29;0.87;0.92;1057.58
2022-09-27 14:00:44;44.35;810.62;15.56;0.54;28.75;43.87;1048.5;1.01;1.06;1045.4
2022-09-27 13:00:17;44.62;850.25;14.93;0.44;33.67;37.7;1060.23;0.8;0.85;1058.37
2022-09-27 12:00:52;44.1;829.55;15.12;0.47;31.87;39.37;1049.32;0.9;0.95;1046.26
2022-09-27 11:00:26;44.58;858.89;14.76;0.44;33.68;37.65;1060.77;0.74;0.79;1057.81
2022-09-27 10:01:01;44.2;849.19;14.81;0.44;33.49;37.54;1051.66;0.78;0.82;1048.73
2022-09-27 09:00:34;44.42;842.82;14.99;0.46;32.67;38.67;1058.7;0.94;0.99;1055.5
2022-09-27 08:00:08;44.45;853.03;14.82;0.45;32.75;38.61;1059.3;0.89;0.94;1055.96
2022-09-27 07:00:42;43.97;805.45;15.53;0.53;29.21;42.81;1047.81;1.11;1.16;1044.09
2022-09-27 06:00:16;44.11;785.83;15.97;0.57;27.95;44.9;1058.64;1.16;1.23;1054.64
2022-09-27 05:00:50;9.37;201.45;13.23;0.63;21.02;12.68;212.8;0.91;0.19;212.01
2022-09-27 04:00:23;9.39;201.5;13.26;0.64;20.77;12.87;212.96;0.94;0.2;212.24
2022-09-27 03:00:57;9.3;188.11;14.07;1.43;9.85;26.87;210.93;2.52;0.53;210.05
2022-09-27 02:00:29;9.38;197.25;13.53;0.91;14.87;17.95;211.27;1.37;0.29;210.64
